,CrW,CrR,NiW,NiR,CuW,CuR,AsW,AsR,CdW,CdR,PbW,PbR,RI_Winter,RI_Rainy,Location
0,30.78977777777778,26.77711111111111,8.08235294117647,4.512941176470588,24.871111111111112,14.343111111111112,4.209230769230769,3.6738461538461538,8.86,5.32,164.145,78.63149999999999,240.95747259929612,133.25850955253895,Dhaleshwari
1,30.125333333333334,25.53777777777778,6.376470588235295,4.049411764705883,26.709333333333333,14.77688888888889,6.364615384615384,4.5600000000000005,7.639999999999999,5.94,149.01700000000002,60.294999999999995,226.23275263951737,115.15907843137255,Dhaleshwari
2,25.933555555555554,19.332444444444445,13.959999999999999,8.828235294117647,25.290666666666667,17.589333333333332,12.07846153846154,7.144615384615385,5.9,4.2,119.908,50.8245,203.07068376068378,107.9191284565108,Dhaleshwari
3,20.669999999999998,16.050666666666668,11.569411764705883,6.1364705882352935,32.832,24.80711111111111,11.700000000000001,8.663076923076922,4.72,3.58,140.244,67.27,221.73541176470587,126.50732528908998,Dhaleshwari
4,28.932222222222226,18.633333333333333,11.92470588235294,7.2047058823529415,35.63377777777778,26.02311111111111,13.093846153846155,9.673846153846155,4.2,2.9,122.60499999999999,83.0025,216.38955203619912,147.43749648064355,Dhaleshwari
5,24.902222222222225,17.434444444444445,5.487058823529412,2.7576470588235296,67.24977777777778,34.944,6.553846153846154,4.809230769230769,3.0,1.64,98.332,58.714000000000006,205.52490497737557,120.29932227249876,Dhaleshwari
6,30.486444444444444,20.040222222222223,5.218823529411765,3.5176470588235293,39.904,34.38933333333333,9.863076923076925,9.175384615384615,2.72,1.94,62.85249999999999,51.8785,151.04484489693314,120.9410872297637,Dhaleshwari
7,5.254888888888889,4.535555555555555,19.098823529411764,9.590588235294117,35.62311111111111,26.26488888888889,5.787692307692307,5.243076923076923,7.38,4.34,361.87850000000003,152.05499999999998,435.0230158371041,202.02910960281545,Turag
8,4.957333333333334,3.6804444444444444,20.051764705882352,9.27764705882353,37.56088888888889,31.004444444444445,6.567692307692307,4.975384615384615,10.28,7.199999999999999,387.67050000000006,264.12,467.08817923579693,320.25792056309706,Turag
9,3.9173333333333336,3.2153333333333336,13.550588235294118,11.061176470588235,35.07555555555556,28.721777777777778,9.170769230769231,8.723076923076922,5.8,5.58,337.59000000000003,168.32999999999998,405.1042463549523,225.63136450477626,Turag
10,26.953333333333333,21.513555555555556,16.85411764705882,11.750588235294117,63.06488888888889,50.275555555555556,5.912307692307692,4.5600000000000005,14.200000000000001,11.12,401.6050000000001,240.87,528.5896475615888,340.08969934640527,Buriganga
11,34.117777777777775,25.08133333333333,18.647058823529413,13.148235294117647,92.83555555555556,52.586666666666666,4.3015384615384615,3.6830769230769236,18.2,15.88,460.96999999999997,275.745,629.0719306184012,386.12431221719453,Buriganga
12,4.942888888888889,2.9957777777777777,9.272941176470587,6.995294117647059,26.720000000000002,20.078222222222223,3.4569230769230765,3.0784615384615384,4.62,3.92,99.35499999999999,55.769,148.36775314228254,92.83675565610861,Balu
13,3.726666666666667,2.727111111111111,6.065882352941177,5.162352941176471,28.291555555555554,19.096888888888888,3.9369230769230765,3.184615384615385,3.06,2.3,92.69,48.794000000000004,137.77102765208647,81.26496832579186,Balu
14,23.119777777777777,14.84022222222222,6.611764705882353,3.9482352941176475,37.404444444444444,25.56088888888889,9.544615384615383,7.250769230769231,18.22,17.4,150.1485,118.606,245.04910231271998,187.60611563599798,Shitalakshya
15,17.948666666666668,11.772222222222222,16.75764705882353,10.856470588235295,41.059555555555555,30.421333333333333,9.152307692307692,6.424615384615384,29.86,20.32,295.12,152.6285,409.89817697335343,232.42314152840623,Shitalakshya
16,16.986666666666665,12.948,16.36,11.91294117647059,60.192,32.47288888888889,10.047692307692309,7.310769230769231,25.400000000000002,18.84,326.5075,147.93200000000002,455.493858974359,231.4165992961287,Shitalakshya
