,Balu,Buriganga,Dhaleshwari,Shitalakshya,Turag
CrW,-3.1837820894255406,-0.36298043181373524,-0.5216303244685344,-1.024338462640998,-3.061036744063097
NiW,-1.678090240496478,-0.4370098084330295,-1.5222991374990318,-0.9770011951917404,-0.4711782513962281
CuW,0.19611134940477976,1.6727228294374243,0.5033700146091972,0.9137987503014958,0.5878024868859084
AsW,-1.2866464887484526,-0.8356379561390097,-0.08254957450216248,0.08927996627368996,-0.35478582977757595
CdW,2.06271534572468,4.158845878409377,2.434765897900919,4.736786395535699,3.0791504520933946
PbW,1.045272419912542,3.2099224256203756,1.3389984409957603,2.389633341276777,2.959900219569638
