point_id,variation_2017-2018,variation_2018-2019,variation_2019-2020,variation_2020-2021,variation_2021-2022
0,15.153484875653458,12.513103629015573,11.644470958220113,11.13911916026428,12.009475992772314
1,20.11872577552794,10.255658698740671,10.982220444419923,9.630994910274625,8.486151533124595
2,17.03730396281328,13.948640670905807,13.350873805155933,12.520517524379645,13.081559745651663
3,28.985917047131682,13.030352142788177,18.267148512393273,16.95816494020607,16.324018262320863
4,4.532961301762803,4.899342860123084,7.078596015437571,6.645978929800772,5.48659643266924
5,26.817266445054415,12.506206982165272,14.25536903957296,14.73382391481262,17.110925667940247
6,15.0457247686175,9.964102953144181,13.148457220099589,11.099291024703788,9.10116001600022
7,15.317107822176856,10.330314900895186,9.897550311038774,7.996834439095711,11.204809721513401
8,14.350197933764603,13.004834549442062,14.49175161036704,12.71534779790066,11.298948951020014
9,12.664485027379687,6.644919240265383,8.247872384446682,6.423364460199451,7.918212665002276
10,11.549642064028468,6.44370956840784,6.252500034483234,5.665767803693845,6.825783803914537
11,13.581566642298515,8.949088952951076,9.73065145726148,8.737879143160596,8.931502503482806
12,26.68329907998731,14.520545110967047,15.744527510724286,16.21608573911364,17.980937668105767
13,16.857301480020414,11.16498158595291,12.44120608560118,11.212913281562505,11.914129850066898
14,16.080221796162704,10.579973516876095,11.963096042704038,10.619629236265329,10.683595635801874
15,27.724865170554075,14.274507234582545,25.294831652850387,19.305611111877404,19.16198844121988
16,12.164822963075354,7.073718258182872,8.75512076028635,7.858039421233396,8.0297659278059
17,14.77434171505814,9.316162981558367,9.496165464351233,8.1109739444682,9.604960068414737
18,4.247989627443137,4.048848949640685,4.31143877846591,3.035903943502669,4.945413040179865
19,27.73245148208941,14.275541731610092,25.304314542269545,19.305438695706147,19.163022938247423
20,26.197775141726094,14.755893184733582,15.76452778659016,16.41970923736879,17.930419729927312
21,22.452033821156153,12.300342073683774,13.336908095284073,13.075007931143878,11.167395412350515
22,13.317769900274486,11.661540159174608,13.2425964496062,11.863094663374667,10.559111160153932
23,12.926385191519882,11.35032897005476,13.811052566242294,12.621380984565302,10.419626477606588
24,15.37503965571939,13.978985917047131,18.776810714630546,15.47642036441882,12.02085546007531
25,14.84917033338391,10.301176567952663,14.30502489689513,11.36291535055656,10.973254803514532
26,14.685892219203023,11.316362984317026,9.909102194513029,9.218575428626602,11.328259700133795
27,4.532961301762803,4.899342860123084,7.078596015437571,6.645978929800772,5.48659643266924
28,16.402122787900524,13.100353108318735,12.846384088056388,12.103787638450186,12.622070649250333
29,23.687740520558904,14.275714147781349,19.392336446019947,11.985510144967517,12.590346073738948
30,14.00846908233217,11.719127160374626,13.331045945461318,12.276721058221494,12.759658753913847
31,16.562814659512544,14.566752644864067,20.050104139367438,15.931599056538712,13.024834825307934
32,13.82657002165547,11.387570863046387,9.937206030428007,9.170643733017007,10.552214513303632
33,15.069345784079779,12.416722989282611,11.677747279272818,11.1865336073601,12.033269424405853
34,16.058497358584255,12.554828342459896,13.288976399674478,10.669974758272529,14.68606463537428
35,24.123263769155436,11.587056373191354,14.34140470903047,14.345715113311908,16.42695071656161
36,14.195713044317854,12.904660753941432,14.30778355563525,13.077421757541483,11.160326349328956
37,14.218127146581333,9.381681126636229,10.311176705885599,9.191850922081683,9.263576049324818
38,25.719320266486434,17.796279948688948,22.838590877115546,16.295742010234623,14.054159367715416
39,25.242761969130605,14.672788590187452,16.65540214347784,15.874184471509952,16.84850825528628
40,12.384481165257451,6.577159684961171,9.68927157615967,8.246837887419137,8.787707416654023
41,15.130725941047462,10.334970137519138,14.419509234610134,11.582401136567402,11.054117987834315
42,8.793397150305521,7.125443109560132,6.623194802686934,6.022152029683168,6.141119187850867
43,11.821369949930343,8.227872108580808,12.08102870384419,9.670133381150086,9.90755044897171
44,12.823280321107877,8.602704864894688,12.250168967847832,10.18169216127119,10.387212237410171
45,11.044807514586408,9.607029062469827,8.524772755486284,8.31304569718203,8.702188995710285
46,26.468123698257905,10.73687223272045,17.407653898674464,15.691423329976963,15.35607387688106
47,13.841742644726136,11.390329521786507,9.938930192140582,9.17616105049725,10.568938881915614
48,14.071918233354944,9.71806507675968,11.796024772755487,9.500820700975186,10.057035269451992
49,21.83409426336915,15.935047379963862,20.50183450806218,14.77779003848329,13.470358211837405
50,11.084463233975642,9.331508020800287,13.92036441881957,9.311852577276927,10.086863267079545
51,13.335011517400238,11.161016014013986,9.613580876977613,8.852191064704341,10.067207823556187
52,29.608684257713904,18.546117877487966,20.875460351177257,20.78925226554849,19.740099863446392
53,15.815907805624905,10.51462778796949,10.887908798742052,8.919778203837295,13.800190347453068
54,12.133443219906482,7.035097035821184,8.749948275148622,7.809418060938772,8.006662160857392
55,12.397412378101768,9.847894453716604,9.384094953033834,9.138746741334364,9.41099187575001
56,11.933612877419,9.899619305093864,15.294348887570862,10.259451854508338,10.61876715540904
57,13.784500475868633,13.148802052442102,14.275714147781349,12.8203492461965,13.188630188002593
58,15.299176540366075,12.682071476847955,11.805162829832136,11.320328556255948,12.10499455164899
59,17.149374474130678,11.735506696644093,16.570400971047878,12.637760520834771,11.898095146139946
60,4.505737555619162,4.868725768259998,7.055241862038458,6.620696833285629,5.45835393302282
61,15.91211602918661,12.465689181919752,13.197423412736727,10.619284403922812,14.56726989337784
62,11.399639995034414,8.659602201409674,10.14393301976579,8.065973323769983,7.946661333259769
63,12.32792866108498,6.550262762244996,9.657202168305771,8.214940895736493,8.759086332225271
64,13.530014207092512,8.92081270086484,9.698237217065063,8.713740879184542,8.912709140815736
65,9.27323135491524,5.590766769196817,8.213906398708948,6.51784852204858,5.67025062414654
66,4.417991972303066,3.175905874563787,4.000055173174802,3.3147008924261026,3.089525372763762
67,24.176367949902758,11.603953157974594,14.372439619856825,14.373301700713112,16.461261534641856
68,17.138857087683967,11.738610187726728,16.57419412681554,12.643622670657525,11.903267631277673
69,16.25263796742024,6.794921309259438,8.079939033641843,7.996144774410681,6.128187975006552
70,16.528503841432297,14.522096856508366,20.242175754148334,16.1464296059256,12.883108732534243
71,14.313128456944233,13.008455289038471,14.41830232141133,13.170181657678038,11.213775362418792
72,14.899860687733623,13.385874287921212,11.763782948730327,11.367225754837998,12.045855804907655
73,14.218471978923846,9.972206513193285,11.108429081780438,9.514786410847046,10.265486420502352
74,14.978482461827058,12.428619705099381,11.64050538628119,11.175326556228361,12.006027669347164
75,24.45533731499745,18.048869639581238,19.709754617305066,19.038883294942,15.578318321632024
76,16.63988468806466,10.348246182705969,12.852591070221658,10.022896867543,9.760479454889033
77,16.073152733141146,10.57962868453358,11.956026979682479,10.611008427702451,10.66911267741624
78,11.044807514586408,9.607029062469827,8.524772755486284,8.31304569718203,8.702188995710285
79,17.415585042552312,13.011903612463621,17.354032469413372,13.493979227299688,10.420143726120362
80,28.000558628394874,13.666222982385964,15.019172678243839,16.11487744658547,18.643360598077216
81,12.828452806245602,8.628739706754576,12.249134470820287,10.168071283741845,10.384970827183823
82,23.639463992606792,10.936357742865418,13.55587663278114,13.49932412860867,16.062290514351922
83,16.635229451440708,10.351177257617346,12.814659512545001,9.978758327701073,9.675478282459068
84,22.212030510765665,16.67867832659761,20.89252955213175,14.031917681623195,14.156919405784906
85,9.222368584394268,4.8792052304169715,6.531814231920441,5.095070276831405,7.021131325949323
86,12.141029531441813,6.560952564862964,9.649788272941695,8.15218140939875,8.562704313162941
87,13.9896757196651,9.221851335880494,10.150140001931062,9.08374598270321,9.12512586380502
88,16.51488296390295,12.986386019117505,13.566738851570367,11.303259355301453,14.013124318956125
89,15.151933130112138,12.51051738644671,11.647574449302748,11.141360570490628,12.012924316197465
90,14.128470737527415,9.31443881984579,10.246865474006537,9.146333052869695,9.224437578449358
91,20.181657678036938,14.59244265438144,19.035952220030623,13.776052083477014,12.352756589746065
92,16.067980248003423,10.581352846246155,11.963096042704038,10.614111918785087,10.673767914040194
93,12.396205464902964,6.844577166581608,6.4609511855335935,5.880253520738217,7.174581718368529
94,14.885722561690507,13.161043600601388,14.67899557235272,13.525014138126043,11.543779914205714
95,26.15967116787818,15.54142126098291,19.170436833611497,18.785776355535937,19.101642781279743
96,23.810673250665527,11.275327935557732,13.967261617401618,13.93846811680161,16.223154802135202
97,24.092746106842853,14.44140608835984,19.826480365246418,12.230858356666989,12.843108180802492
98,29.372646519262336,17.968006455261452,20.90666767817487,20.526834852894524,19.630615594697858
99,14.78468668533359,9.290817804383508,12.417240237796383,10.39997103408323,10.37893626118981
