Location,m_cdW,m_cdR,PLI_W,PLI_R,m_PLIW,m_PLIR,m_piW,m_piR
Balu,2.079804235796883,1.5176601097704039,1.0836562254105973,0.7813387956998327,4.745953643755732,3.935476685854077,4.7600824391356245,3.8202642428796314
Buriganga,8.153233157365511,6.068001885369533,3.5367115280913604,2.5616109826585167,14.493279581498761,11.305387467205836,19.9435463981727,16.479609082516376
Dhaleshwari,3.026153977830448,1.9831626206037973,1.9362782940982297,1.270486796366021,6.623608484209584,4.722236766610756,6.606601385570859,4.533191717707711
Shitalakshya,9.196411834534382,6.666983995307525,3.084339076975684,2.068520858453131,29.501120575671752,23.22516698713049,29.589948870556196,22.713558064742855
Turag,4.908899027987264,3.234997542036757,2.0640192322998954,1.4537994975704056,6.958066567724484,4.5662579665844545,10.120835013049565,7.103980466195349
