Feature,Importance
PMF_Factor3,0.30865526
hydrological_dist_to_nearest_IND,0.22173667
NiR,0.21814701
CdR,0.06333858
MR,0.046101738
GLWR_Adjusted,0.04118379
PbR,0.035317197
ClayR,0.031457912
num_upstream_BF,0.014239397
CrR,0.010756336
CuR,0.004694113
hydrological_dist_to_nearest_BF,0.004255358
SandR,0.000111172725
num_upstream_IND,5.4804923e-06
SiltR,0.0
FeR,0.0
PMF_Factor1,0.0
PMF_Factor2,0.0
