Stations,awei_Mean_5km,awei_Std_5km,bui_Mean_5km,bui_Std_5km,evi_Mean_5km,evi_Std_5km,mndwi_Mean_5km,mndwi_Std_5km,ndbi_Mean_5km,ndbi_Std_5km,ndbsi_Mean_5km,ndbsi_Std_5km,ndsi_Mean_5km,ndsi_Std_5km,ndvi_Mean_5km,ndvi_Std_5km,ndwi_Mean_5km,ndwi_Std_5km,savi_Mean_5km,savi_Std_5km,ui_Mean_5km,ui_Std_5km
S1,-0.9695794778526113,0.12566640064305384,-0.39187474822919344,0.26851559212169596,0.3696604937649146,0.19675268406008314,-0.25845658072638134,0.08457411835191396,-0.06542975004207578,0.11039190440023562,-0.022997435049313217,0.08688901845524369,-0.25845658072638134,0.08457411835191396,0.3265249417222635,0.16673345379242133,-0.3146600331407801,0.14031817747817138,0.26807064884214654,0.13852396473591946,-0.19623728595558684,0.1442246304671334
S2,-0.9755189620930368,0.12186903688985466,-0.403840896374017,0.2714292580982713,0.38291625648708943,0.19566214585438876,-0.26728766858723585,0.0834961472153334,-0.06796016741108982,0.11139862461059276,-0.024577148033320995,0.0882394005918823,-0.26728766858723585,0.0834961472153334,0.33592092332977364,0.16841726977642812,-0.3254349817392308,0.1408625744074784,0.27808519739879095,0.13827987253004995,-0.1972529478675456,0.14946066436159716
S3,-0.9688392694789232,0.13498631048561224,-0.34093193346798173,0.2958605099270077,0.35067455831877614,0.21306883151928413,-0.2675935594272713,0.0873437245793127,-0.038435905690392826,0.11618885681133119,-0.004231031095412822,0.08836174910888456,-0.2675935594272713,0.0873437245793127,0.3026946946307962,0.18697899152253405,-0.29765485389560026,0.16145508793543792,0.2542916526031723,0.15297829468160093,-0.14864153385723322,0.1599211312446538
S4,-0.9663107144585794,0.13392843110756839,-0.414045174930761,0.2872971294995138,0.4050303361379701,0.2083612194595366,-0.27733073844328543,0.08429513810293368,-0.06600029451794995,0.10960312601811056,-0.026755037393159292,0.08317635563562555,-0.27733073844328543,0.08429513810293368,0.3481389717306772,0.18328367438441284,-0.3317049808645086,0.16056787759842645,0.2939386159128753,0.14911868369814718,-0.19654501150111725,0.14652872474286247
S5,-0.9754240428364919,0.11493148021507306,-0.38578369808572543,0.27638228142392735,0.3869129308154334,0.20613220610345906,-0.2770275329797295,0.07493971870664486,-0.05241192343083207,0.1026981516589306,-0.015971133398914025,0.08077200509876667,-0.2770275329797295,0.07493971870664486,0.33333441975007655,0.17763470498786849,-0.31958340276275266,0.1497755628647232,0.2792287479601716,0.1463283911837201,-0.18139733189866114,0.13915958473802695
S6,-0.9703873794784474,0.11769269371494445,-0.4199370219827514,0.27576991257135397,0.40277515504222366,0.20773689933254075,-0.2667667306697624,0.07485591727318736,-0.07156199335605834,0.10960092053932953,-0.03179500995279375,0.08557074889138133,-0.2667667306697624,0.07485591727318736,0.3485535341043081,0.17218881487442947,-0.32727072353614356,0.1452438089298414,0.289568421655316,0.1454738061088524,-0.20615668475033963,0.1458225078533979
S7,-0.9620584307603796,0.13672200732494857,-0.36887490591097105,0.27689543655433724,0.3726097419654947,0.20431683762158878,-0.2672261042474943,0.08306850016893418,-0.04751859700519892,0.10916751931143534,-0.01304770134161782,0.08596855536724793,-0.2672261042474943,0.08306850016893418,0.32136142941657664,0.17462836101941612,-0.30642450841132685,0.14853596219116444,0.2678371197471764,0.14428056901213013,-0.16660474957343124,0.14792475908487848
S8,-0.9112953364058466,0.21560688174353404,-0.27345065140159724,0.28158334977928595,0.2887264217277759,0.2194505328045231,-0.2253600828489442,0.12760159185732642,-0.02456540193609482,0.1173950302651988,0.005760575500141283,0.09066437488665537,-0.2253600828489442,0.12760159185732642,0.2494714088776092,0.18409073637312268,-0.2453677862555225,0.1643794058869412,0.2058168639171815,0.15241007352924157,-0.12344127985333815,0.15833653973707587
S9,-0.9082233889423741,0.2131170299127199,-0.2689750684764822,0.29832402874926733,0.2782377878428898,0.22550252205833324,-0.21229133088195923,0.12074144366226891,-0.0292495648454557,0.12593958852660303,0.002037712663425684,0.09757480449154118,-0.21229133088195923,0.12074144366226891,0.24020136714509407,0.1883284050564273,-0.23646914332925634,0.1660199586839333,0.19826742190690957,0.15725368543145127,-0.12881412477826396,0.1703386105713899
S10,-0.9254244857811792,0.19349561049053166,-0.18504288849915998,0.2967321210930544,0.22298904939362005,0.21709745336859707,-0.21151789995213888,0.1070057305575102,0.006871630164065334,0.12407945615705718,0.028207753700275798,0.09540432261608987,-0.21151789995213888,0.1070057305575102,0.19218814328805964,0.18508264159054813,-0.20141519336469937,0.16188518847052583,0.1589585001187996,0.15216022215591213,-0.0705626283730974,0.16979932284984384
S11,-0.967044106555347,0.14457737281931998,-0.2410936380738554,0.2796898284031098,0.2817715948733274,0.21405945369821375,-0.2499395405158334,0.09285424764898931,0.0006382760539195633,0.10456733905735495,0.02159594024992906,0.0807294567892712,-0.2499395405158334,0.09285424764898931,0.24175079826719045,0.18277609317869942,-0.2448137543921501,0.15613572329565098,0.19989098092335172,0.15082301976164228,-0.08667409458459369,0.1534652543199024
S12,-0.9397117116202214,0.17979324194182925,-0.19554811350219586,0.26047741723289763,0.239192020620775,0.19748590085388118,-0.22170758285034145,0.10095849570509768,0.009685888631221898,0.10287713154307475,0.028324322882580206,0.07786359084431778,-0.22170758285034145,0.10095849570509768,0.20542535325361558,0.16912146954994495,-0.20943757777516964,0.15133569596213492,0.16924342022833627,0.1386285155548919,-0.06438119797912195,0.1422005060583714
S13,-0.9475361467957908,0.15618806410506567,-0.29904159536467373,0.262145698002048,0.3060106929862326,0.19206328344109289,-0.2286070354865234,0.08901118140084462,-0.03158940346076308,0.10637177747276802,-0.0020975896168435146,0.07947302632744731,-0.2286070354865234,0.08901118140084462,0.2674839020145586,0.16435467891476158,-0.25500961911457254,0.14502223202446732,0.217400212432769,0.13437249361745018,-0.13715000072328054,0.1476992159842777
S14,-0.9724567629772048,0.10652822585196872,-0.2858810826839039,0.24427862458575564,0.30373365228682625,0.17539780209737366,-0.2531825239030952,0.07425113370915795,-0.014494361267701683,0.1012211364647814,0.014047648036189473,0.07816003197758893,-0.2531825239030952,0.07425113370915795,0.27142081516346195,0.15108826256842714,-0.2637373814820438,0.12779630940199818,0.21951408117689009,0.12415990047990144,-0.12027624094865838,0.13845270559067285
S15,-0.9529420016733252,0.1513887443622706,-0.34919294346220275,0.2588955009653607,0.33868185947677487,0.18420703420705983,-0.24892335787709488,0.08927783469695662,-0.0445551178621136,0.1043454695506335,-0.010062912509279985,0.07995556881389643,-0.24892335787709488,0.08927783469695662,0.30459124341509314,0.16372136444370047,-0.28687208372393236,0.14464920892623293,0.2457625629591514,0.1310272220676951,-0.16620367672255698,0.14166677150127885
S16,-0.9494711100019209,0.15541319122709846,-0.22886179758659864,0.24903360271083522,0.2579742932443664,0.18546511953878717,-0.20975947853343216,0.08139839500928338,-0.01000828823359536,0.10352495075298077,0.011323259982618983,0.07579294705662554,-0.20975947853343216,0.08139839500928338,0.21885968258853836,0.15431637988098648,-0.21653560962795163,0.132862979723877,0.17713516060445947,0.12695246330258572,-0.08970109480300603,0.14726108966468862
S17,-0.9604375759562482,0.13860309868081006,-0.2739478533152185,0.27706623079192205,0.29994595895575465,0.20682585450341429,-0.23055501175819199,0.07658612106977283,-0.02081209164599319,0.11361932509950362,0.0020464185943158976,0.08495414128539909,-0.23055501175819199,0.07658612106977283,0.25314545279529244,0.17017880308659855,-0.2460781354488329,0.14335076626927135,0.20680074080278274,0.14208226484874775,-0.11141986876611337,0.16378239441719694
