"","RC1","RC2","RC3"
"X",0.563667535075598,-0.701174616554367,-0.0474753338491849
"Cr",0.093160172212515,0.939363184306301,0.0273384791452375
"Ni",0.813806320568402,-0.215563614577273,0.0322368547031435
"Cu",0.83569519258401,0.182142726909159,-0.00563159378338487
"As",-0.0287464699440936,0.0416455526072617,0.994981068506848
"Cd",0.771639344894133,-0.149094857666827,0.0472633193589972
"Pb",0.883860313655835,-0.0424902672634751,-0.173927091877889
