hydrologic,num_upstre,hydrolog_1,num_upst_1,CrR,NiR,CuR,CdR,PbR,MR,SandR,SiltR,ClayR,FeR,Long,Lat,AsR,Source,LULC_mean_2017,LULC_mode_2017,LULC_mean_2018,LULC_mode_2018,LULC_mean_2019,LULC_mode_2019,LULC_mean_2020,LULC_mode_2020,LULC_mean_2021,LULC_mode_2021,LULC_mean_2022,LULC_mode_2022,LULC_variation_2017_2018,LULC_variation_2018_2019,LULC_variation_2019_2020,LULC_variation_2020_2021,LULC_variation_2021_2022,LULC_variation_2017_2022,num_brickfields_4300m,num_industries_4300m,hydro_dist_brickfield,hydro_dist_industry
0.032298158619654,17.765866849392523,0.02967293254901,10.109029499165409,70.86897754206083,32.24006743497005,111.95888007456323,4.261243158600936,86.89404906198051,34.28463155887327,16.253926532930116,45.48848307950527,38.11864328314824,41735.221423255825,90.43060852430817,23.61274469982163,15.02158219883568,River_Interpolated,5.388296212253146,7,5.412013815007872,7,5.543606420564567,7,5.581556309261677,7,5.591060593259062,7,5.492567449896456,7,0.023717602754725675,0.13159260555669494,0.03794988869710991,0.009504283997385343,-0.09849314336260573,0.10427123764331014,46,1,295.4429831123721,3502.467883415597
0.054977392126351,9.226560192675011,0.04668718364992,5.664367194597808,61.47689925990756,27.107515853932636,71.7744541255554,1.575712596797092,42.91076914472573,31.605381065630578,58.10379237244712,22.30076244979028,18.16088480608446,29951.578627139625,90.11406230846896,23.663772897619914,17.078129756384175,River_Interpolated,4.717368928707834,5,5.338781825126071,5,5.782679622209131,5,5.774143292097421,7,5.789008503962834,7,5.91172580168353,7,0.6214128964182368,0.44389779708306065,-0.008536330111709844,0.014865211865412675,0.12271729772069584,1.1943568729756961,2,0,1722.5197186331593,17143.860291157358
0.048773241876094,11.943555092905562,0.020051393653884,9.38859063981725,75.17973730147924,42.28495686275936,123.68856122144715,6.048100483269621,121.73600338363738,34.74647156720521,13.34840564017515,40.31327187892797,46.11724052151228,43306.98650210281,90.43220335875687,23.637573201575652,12.670884803018579,River_Interpolated,5.594924922232262,7,5.649486491519696,7,5.794282777980866,7,5.870289965030383,7,5.894506597325203,7,5.814978307801605,7,0.05456156928743372,0.1447962864611707,0.07600718704951692,0.024216632294820073,-0.0795282895235987,0.22005338556934273,42,10,604.5464212412588,2953.7036645511967
0.06923241038602,19.31132247380019,0.036319569734252,3.258253649553879,13.076752442159423,39.721705586271405,86.34765637455968,3.518396545873058,165.22051251589832,32.395203895580906,18.752019288508077,30.70854723282168,49.660044638018995,47780.74347790394,90.34576902211585,23.834252994638916,11.102591208922362,River_Interpolated,4.896697036367774,7,5.414294680359471,7,5.673215923746991,7,5.376769937444393,7,5.613065638556876,7,5.485462890800119,7,0.5175976439916967,0.2589212433875199,-0.2964459863025981,0.23629570111248288,-0.1276027477567565,0.5887658544323449,1,2,1941.124556509803,3938.3352712851333
0.040321173843151,6.10627254378747,0.039612133558486,4.029582659582521,67.33073292465116,28.29348591535662,59.85384991801763,2.020048450584634,42.42380102135789,31.364910573270045,46.7817213412104,33.08268736646092,18.832915792681327,29048.062189135126,90.02328345724526,23.67071966636189,16.703959087764915,River_Interpolated,4.875235548187817,5,4.806368057399289,5,5.070318014336872,5,5.152207839302712,5,5.028796777765546,5,5.183089744669002,5,-0.06886749078852805,0.2639499569375827,0.08188982496584085,-0.12341106153716641,0.15429296690345584,0.30785419648118495,0,0,7173.69525341574,24896.710216983185
0.001487806250674,6.658592527853363,0.031733654051308,1.844062726633377,19.299844979872418,28.2043767684922,61.58226903366952,3.6839234272587,48.271999835909995,36.769826175087594,40.5991922883172,34.06463994945708,26.004787839384704,31180.904959305924,90.51398723859859,23.77681852243475,8.838504298340544,River_Interpolated,5.319560929180346,7,5.721433842800783,7,5.966842083482771,7,6.093642232460618,7,6.12058756586752,7,6.17696292106933,7,0.4018729136204371,0.24540824068198752,0.1268001489778472,0.026945333406902527,0.05637535520180936,0.8574019918889837,2,8,3916.0521537559484,993.2559768960497
0.039792129044272,5.557169477158205,0.034612787829472,4.141531006767195,66.55034885117398,28.50947381808921,59.69116500191751,2.023502941378145,41.72070828531527,31.304131167293136,47.26379635302828,32.56687811087978,19.22107142582157,28273.350223843227,90.12709234600067,23.74106803843212,16.673174641660857,River_Interpolated,4.960660808751009,5,5.117133023884571,5,5.3989164695252745,5,5.490818268972129,5,5.3109166902316725,5,5.3334977136196535,5,0.15647221513356158,0.2817834456407038,0.0919017994468545,-0.17990157874045654,0.02258102338798107,0.3728369048686444,4,0,2267.298203758865,12262.783000743251
0.057775326100057,15.84625746065926,0.022144255398237,7.759195963330392,61.22948244955895,13.582510443025262,98.86575769713998,0.992984495365602,41.88694180027893,31.27557811975925,62.72190047039135,10.983462361655057,24.37940074165701,38888.70184715255,90.33008134844431,23.65493746951183,11.035667768014504,River_Interpolated,5.277822321310028,5,5.317382150745659,5,5.511594825133588,5,5.546135316928669,7,5.609914183292899,7,5.579367091008471,7,0.03955982943563097,0.19421267438792889,0.034540491795080897,0.06377886636423025,-0.030547092284427535,0.30154476969844346,3,3,2750.778312831378,1946.8380455732683
0.01705815145411,3.708563204364372,0.008369862318177,2.94450635881881,75.67229450170119,25.389231262809844,50.06588566550719,2.385438001458332,40.771809818921575,31.099287693337885,34.6041008566438,39.69568088170287,25.234315298046916,27559.169083742876,90.11284092605601,23.813285073043964,13.10227736380788,River_Interpolated,4.8782561834500955,5,5.035381785070522,5,5.458405961384796,5,5.47819114340401,5,5.290283017114824,5,5.332388084663557,5,0.1571256016204261,0.42302417631427414,0.01978518201921453,-0.1879081262891864,0.04210506754873311,0.4541319012134615,7,0,457.1937769456865,11421.286090270427
0.065267309141575,13.157237849190768,0.060335347466689,6.179979974394591,62.68391818137654,23.374808400896885,89.69203773983953,1.536306191402001,54.0356898676751,32.17368014469826,62.1169864781279,17.204341090499586,18.134576380515902,36365.252286738425,90.27156734782558,23.6523007269332,15.15392516441553,River_Interpolated,4.826613608842037,5,4.766638317828969,5,4.917706124048914,5,4.862359393264876,5,4.944487026031933,5,4.925617549680463,5,-0.05997529101306842,0.1510678062199453,-0.055346730784037845,0.08212763276705637,-0.01886947635146985,0.09900394083842556,2,3,181.45895640011113,2204.83299693101
