hydrologic,num_upstre,hydrolog_1,num_upst_1,CrR,NiR,CuR,CdR,PbR,MR,SandR,SiltR,ClayR,FeR,Long,Lat,AsR,Source,hydro_dist_brick,hydro_dist_ind,LULC_2017,LULC_2018,LULC_2019,LULC_2020,LULC_2021,LULC_2022,LULC_change_17_22
0.032298158619654,17.765866849392523,0.02967293254901,10.109029499165409,70.86897754206083,32.24006743497005,111.95888007456323,4.261243158600936,86.89404906198051,34.28463155887327,16.253926532930116,45.48848307950527,38.11864328314824,41735.221423255825,90.43060852430817,23.61274469982163,15.02158219883568,River_Interpolated,0.002845295650625455,0.03361563266423586,0,0,0,0,0,0,0
0.054977392126351,9.226560192675011,0.04668718364992,5.664367194597808,61.47689925990756,27.107515853932636,71.7744541255554,1.575712596797092,42.91076914472573,31.605381065630578,58.10379237244712,22.30076244979028,18.16088480608446,29951.578627139625,90.11406230846896,23.663772897619914,17.078129756384175,River_Interpolated,0.016142183773045556,0.16348191221897118,0,0,0,0,0,0,0
0.048773241876094,11.943555092905562,0.020051393653884,9.38859063981725,75.17973730147924,42.28495686275936,123.68856122144715,6.048100483269621,121.73600338363738,34.74647156720521,13.34840564017515,40.31327187892797,46.11724052151228,43306.98650210281,90.43220335875687,23.637573201575652,12.670884803018579,River_Interpolated,0.005759403458333931,0.027688532360301846,0,0,0,0,0,0,0
0.06923241038602,19.31132247380019,0.036319569734252,3.258253649553879,13.076752442159423,39.721705586271405,86.34765637455968,3.518396545873058,165.22051251589832,32.395203895580906,18.752019288508077,30.70854723282168,49.660044638018995,47780.74347790394,90.34576902211585,23.834252994638916,11.102591208922362,River_Interpolated,0.01904303045242169,0.03563377152330335,0,0,0,0,0,0,0
0.040321173843151,6.10627254378747,0.039612133558486,4.029582659582521,67.33073292465116,28.29348591535662,59.85384991801763,2.020048450584634,42.42380102135789,31.364910573270045,46.7817213412104,33.08268736646092,18.832915792681327,29048.062189135126,90.02328345724526,23.67071966636189,16.703959087764915,River_Interpolated,0.06836706349598899,0.24128117726057272,0,0,0,0,0,0,0
0.001487806250674,6.658592527853363,0.031733654051308,1.844062726633377,19.299844979872418,28.2043767684922,61.58226903366952,3.6839234272587,48.271999835909995,36.769826175087594,40.5991922883172,34.06463994945708,26.004787839384704,31180.904959305924,90.51398723859859,23.77681852243475,8.838504298340544,River_Interpolated,0.037388029771538385,0.009424000783476697,0,0,0,0,0,0,0
0.039792129044272,5.557169477158205,0.034612787829472,4.141531006767195,66.55034885117398,28.50947381808921,59.69116500191751,2.023502941378145,41.72070828531527,31.304131167293136,47.26379635302828,32.56687811087978,19.22107142582157,28273.350223843227,90.12709234600067,23.74106803843212,16.673174641660857,River_Interpolated,0.021539913485147496,0.11935743188835561,0,0,0,0,0,0,0
0.057775326100057,15.84625746065926,0.022144255398237,7.759195963330392,61.22948244955895,13.582510443025262,98.86575769713998,0.992984495365602,41.88694180027893,31.27557811975925,62.72190047039135,10.983462361655057,24.37940074165701,38888.70184715255,90.33008134844431,23.65493746951183,11.035667768014504,River_Interpolated,0.025727504150938517,0.01876206353377638,0,0,0,0,0,0,0
0.01705815145411,3.708563204364372,0.008369862318177,2.94450635881881,75.67229450170119,25.389231262809844,50.06588566550719,2.385438001458332,40.771809818921575,31.099287693337885,34.6041008566438,39.69568088170287,25.234315298046916,27559.169083742876,90.11284092605601,23.813285073043964,13.10227736380788,River_Interpolated,0.0044074494707407935,0.10429390784972153,0,0,0,0,0,0,0
0.065267309141575,13.157237849190768,0.060335347466689,6.179979974394591,62.68391818137654,23.374808400896885,89.69203773983953,1.536306191402001,54.0356898676751,32.17368014469826,62.1169864781279,17.204341090499586,18.134576380515902,36365.252286738425,90.27156734782558,23.6523007269332,15.15392516441553,River_Interpolated,0.0017774918090479124,0.020298388258659008,0,0,0,0,0,0,0
0.000606217619328,3.215741611457256,0.010257706691357,1.17471286302127,35.54963422619229,22.713369815221817,67.23534838127874,6.287360540102471,63.438169863253684,37.178343243794565,23.51346664531911,49.57813697403126,28.557473805170638,30687.092688056713,90.58895330871239,23.91962318972518,12.37146225223882,River_Interpolated,0.0020954637091527774,0.010987879746980572,0,0,0,0,0,0,0
0.008862622686168,8.104728906501865,0.005406597070706,3.054094433674282,79.33977498635694,23.43533704378362,45.79594312028535,2.603848225421461,52.319845962304285,32.19409642851743,21.45934539351541,46.447940902245726,31.332131734759123,30531.88830632046,90.21672397325857,23.993396304083365,9.590097913844659,River_Interpolated,0.007828639566084022,0.043688107657752946,0,0,0,0,0,0,0
0.000657662414569,3.329715996909583,0.012665305472781,1.132879023410448,31.058786942930098,23.02554280762864,65.02488735667181,5.4380698429259,58.10298349940497,37.089281436103285,25.9111942161967,47.157090563862106,28.131146321587654,30315.959796277795,90.53074079421465,23.799430311171633,11.403097107141695,River_Interpolated,0.04039189253795082,0.007315316903723353,0,0,0,0,0,0,0
0.006729230109318,7.437901073974615,0.00551283030794,2.748072394770094,82.32536538745633,22.44870008075538,44.550826433047895,2.623334885219447,51.45972983767435,32.17903857112519,21.42307784495645,46.06104564497378,31.88650014135509,29820.81051654726,90.21627753012028,23.97277094953435,9.29544905849455,River_Interpolated,0.010853929952038365,0.04142678951348712,0,0,0,0,0,0,0
0.00720461321668,7.579281925876169,0.005475755964221,2.814873070479938,81.63428803771623,22.67944900472868,44.8370015129618,2.61902554382038,51.620896175089925,32.17754832642867,21.433729412905233,46.162356944155164,31.74084995279391,29989.373613671734,90.21541520271951,23.977335716596485,9.369537331584707,River_Interpolated,0.006221174053739485,0.04588929666285999,0,0,0,0,0,0,0
0.039661077626628,15.337769216516804,0.020055185107594,2.971464633269111,24.420234616662395,41.44163246697297,76.68909079970086,2.80390450254825,107.28433744053251,32.38432548594831,23.387964159469725,41.784988637427574,35.79610053981355,43096.21587757278,90.30615535952512,23.799189034596115,16.18571259473839,River_Interpolated,0.0020724695405092398,0.03160035811178824,0,0,0,0,0,0,0
0.009829572029616,8.162772052041731,0.004693911836668,3.235475624462511,75.95585546276271,25.07488867826031,47.06571171305399,2.570993362479193,50.871417247296165,31.951931961067086,22.68499303831944,46.371775867755765,29.792856040098425,31074.27440241647,90.08128629682257,24.001910156574773,10.346832403767582,River_Interpolated,0.001678675141832116,0.08455412967234062,0,0,0,0,0,0,0
